COUNTRY,Item,Year,Value
Cambodia,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2016,41.1
Honduras,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2017,41.1
Mozambique,Prevalence of undernourishment (percent) (3-year average),2017,41.1
Iran (Islamic Republic of),Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2018,41.1
Ecuador,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,41.1
Philippines,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2018,41.2
Mauritania,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2019,41.2
Yemen,Prevalence of undernourishment (percent) (3-year average),2016,41.3
Ghana,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,41.3
Mozambique,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2015,41.4
Pakistan,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2015,41.4
Angola,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,41.4
Democratic Republic of the Congo,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,41.4
Madagascar,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,41.4
Honduras,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2016,41.4
Senegal,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2016,41.4
Ghana,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2018,41.4
Libya,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2018,41.4
Iran (Islamic Republic of),Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,41.4
Iran (Islamic Republic of),Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2020,41.5
Democratic Republic of the Congo,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2018,41.6
Honduras,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2015,41.6
El Salvador,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2016,41.6
El Salvador,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2017,41.6
Iran (Islamic Republic of),Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2017,41.6
Haiti,Prevalence of undernourishment (percent) (3-year average),2018,41.6
Iran (Islamic Republic of),Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2019,41.6
Burkina Faso,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2020,41.6
Democratic Republic of the Congo,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,41.6
Haiti,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,41.6
Democratic Republic of the Congo,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2016,41.7
Democratic Republic of the Congo,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2017,41.7
Somalia,Prevalence of severe food insecurity in the total population (percent) (3-year average),2020,41.7
Somalia,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2020,41.7
Somalia,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2020,41.7
Argentina,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,41.7
Democratic Republic of the Congo,Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,41.7
Democratic Republic of the Congo,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2015,41.8
Ghana,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2017,41.8
Guatemala,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2018,41.8
Georgia,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2020,41.8
El Salvador,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,41.8
Guatemala,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2016,41.9
Trinidad and Tobago,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2020,41.9
Trinidad and Tobago,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,41.9
Trinidad and Tobago,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,41.9
Jamaica,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2016,42
Yemen,Prevalence of undernourishment (percent) (3-year average),2017,42
Peru,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2018,42
Burkina Faso,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,42.1
El Salvador,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2015,42.2
El Salvador,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2018,42.2
Burkina Faso,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,42.2
Yemen,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2015,42.3
Albania,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2015,42.3
Mozambique,Prevalence of undernourishment (percent) (3-year average),2015,42.3
Philippines,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2019,42.3
Argentina,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2020,42.3
Belize,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2020,42.3
Belize,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2020,42.3
Belize,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2020,42.3
