Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item_Code,Item,Year Code,Year Range,Year,Unit,Value,Flag,Flag Description,Note
FS,Suite of Food Security Indicators,112,Belarus,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20182020,2018-2020,2019,%,<2.5,E,Estimated value,
FS,Suite of Food Security Indicators,112,Belarus,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,112,Belarus,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,112,Belarus,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,112,Belarus,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,112,Belarus,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,112,Belarus,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,056,Belgium,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20182020,2018-2020,2019,%,151.00,E,Estimated value,
FS,Suite of Food Security Indicators,056,Belgium,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20182020,2018-2020,2019,%,<2.5,E,Estimated value,
FS,Suite of Food Security Indicators,056,Belgium,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,1.10,A,Official figure,FAO data
FS,Suite of Food Security Indicators,056,Belgium,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,1.20,A,Official figure,FAO data
FS,Suite of Food Security Indicators,056,Belgium,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,1.10,A,Official figure,FAO data
FS,Suite of Food Security Indicators,056,Belgium,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,3.70,A,Official figure,FAO data
FS,Suite of Food Security Indicators,056,Belgium,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,4.40,A,Official figure,FAO data
FS,Suite of Food Security Indicators,056,Belgium,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,3.10,A,Official figure,FAO data
FS,Suite of Food Security Indicators,084,Belize,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20182020,2018-2020,2019,%,124.00,E,Estimated value,
FS,Suite of Food Security Indicators,084,Belize,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20182020,2018-2020,2019,%,4.50,E,Estimated value,
FS,Suite of Food Security Indicators,084,Belize,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,6.00,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,084,Belize,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,6.00,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,084,Belize,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,6.00,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,084,Belize,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,39.00,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,084,Belize,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,39.00,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,084,Belize,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,39.00,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,204,Benin,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20182020,2018-2020,2019,%,121.00,E,Estimated value,
FS,Suite of Food Security Indicators,204,Benin,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20182020,2018-2020,2019,%,11.50,E,Estimated value,
FS,Suite of Food Security Indicators,204,Benin,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,14.70,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,204,Benin,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,14.30,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,204,Benin,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,15.00,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,204,Benin,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,64.00,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,204,Benin,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,63.50,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,204,Benin,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,64.50,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,060,Bermuda,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,060,Bermuda,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,060,Bermuda,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,060,Bermuda,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,060,Bermuda,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,060,Bermuda,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,060,Bermuda,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,064,Bhutan,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,064,Bhutan,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,064,Bhutan,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,064,Bhutan,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,064,Bhutan,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,064,Bhutan,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,064,Bhutan,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,068,Bolivia (Plurinational State of),6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20182020,2018-2020,2019,%,106.00,E,Estimated value,
FS,Suite of Food Security Indicators,068,Bolivia (Plurinational State of),6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20182020,2018-2020,2019,%,14.50,E,Estimated value,
FS,Suite of Food Security Indicators,068,Bolivia (Plurinational State of),6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,068,Bolivia (Plurinational State of),6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,068,Bolivia (Plurinational State of),6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,068,Bolivia (Plurinational State of),6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,068,Bolivia (Plurinational State of),6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,068,Bolivia (Plurinational State of),6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,070,Bosnia and Herzegovina,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20182020,2018-2020,2019,%,134.00,E,Estimated value,
FS,Suite of Food Security Indicators,070,Bosnia and Herzegovina,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20182020,2018-2020,2019,%,<2.5,E,Estimated value,
